Cantonment Close (Blk 18),"1.2738709, 103.8394238"
Jalan Sentosa,"1.3229507, 103.9173352"
Saujana Road (Blk 413),"1.3823927, 103.7686091"
oon Central lk 203),The address probably not exists
Pasir Ris Drive 1 (Blk 640),"1.3758223, 103.9404348"
ougang Street 51 (Blk 562),"1.3809540, 103.8891150"
Yishun Street 72 (Blk 738),"1.4294141, 103.8323582"
Jurong West Street 93 (Blk 977),"1.3398814, 103.6941219"
engkong Tiga (Blk 110),"1.3241497, 103.9111765"
Guillemard Road,"1.3112603, 103.8856910"
Taman Bedok,"1.3247113, 103.9541043"
Sin Ming Drive,"1.3584042, 103.8371726"
Bishan Street 23 (Blk 230),"1.3579056, 103.8456739"
Lorong G Telok Kurau,"1.3171163, 103.9101586"
Bedok North Avenue 1 (Blk 519),"1.3308544, 103.9280394"
Hougang Street 32 (Parc Vera),"1.3635251, 103.8951463"
Hougang Avenue 8 (Blk 674),"1.3720898, 103.8846673"
Amber Road The Sea View),"1.3015993, 103.9013088"
Bedok North Street 4 (Blk 90),"1.3321736, 103.9403668"
Petir Road (Blk 218),"1.3744281, 103.7736564"
Ang Mo Kio Avenue 8 (Blk 505),"1.3748745, 103.8502032"
Bukit Batok West Avenue 9,"1.3547991, 103.7418879"
Serangoon Avenue 1 (Blk 425),"1.3479338, 103.8765669"
Choa Chu Kang Central (Blk 353),"1.3820832, 103.7434209"
Tampines Street 23 (Blk 216),"1.3540562, 103.9528766"
Woodlands Drive 75 (Blk 687A),"1.4410632, 103.8072719"
Woodlands Circle (Blk 744),"1.4429641, 103.7956929"
Jurong West Street 64 (Blk 669D),"1.3434194, 103.7031704"
hoa Chu Kang Avenue 3 (Blk 283),"1.3796847, 103.7429910"
Boon Lay Drive (Blk 262),"1.3446491, 103.7071541"
Hougang Avenue 8 (Blk 622),"1.3704931, 103.8830583"
Sims Drive (Blk 40),"1.3174059, 103.8763052"
Pasir Ris Street 51 (Blk 569),"1.3697284, 103.9491371"
Chai Chee Avenue (Blk 30),"1.3245642, 103.9249301"
Avenue 1 lk 323),"1.3281186, 103.9043622"
Chai Chee Drive (Blk 58),"1.3257797, 103.9198822"
Lorong 20 Geylang (#1 Suites),"1.3124748, 103.8815441"
Simei Street 1 (Blk 101),"1.3411804, 103.9518794"
n Grisek,"1.3244590, 103.9179367"
Fernvale Road (Blk 411B),"1.3900400, 103.8770830"
alan Gendang,The address probably not exists
Woodlands Street 83 (Blk 866),"1.4416677, 103.7926023"
Circuit Road (Blk 48),"1.3255373, 103.8855366"
Aljunied Crescent (Blk 110),"1.3199444, 103.8844051"
Choa Chu Kang Avenue 2 (Blk 287),"1.3793266, 103.7415428"
Chai Chee Road (Blk 59),"1.3248997, 103.9202448"
ampong Sireh,"1.3539623, 103.8794217"
Ang Mo Kio Avenue 10 (Blk 411),"1.3634903, 103.8550950"
orong G Telok Kurau (East Bay Gardens),"1.3177929, 103.9125237"
Fort Road (Fulcrum),"1.2986886, 103.8848341"
Yishun Avenue 5 (Blk 706),"1.4289439, 103.8287019"
yoh North lk 203),The address probably not exists
ake Avenue,"1.2837366, 103.8591923"
Jurong West Street 52 (Blk 517C),"1.3450145, 103.7200950"
Upper Serangoon Crescent (Blk 475C),"1.3754302, 103.9000117"
Choa Chu Kang Avenue 3 (Blk 293),"1.3781611, 103.7402756"
ougang Street 11 (Blk 161),"1.3525869, 103.8786504"
ivervale Walk (Blk 102),"1.3818220, 103.9009109"
Sims Drive (Blk 51),"1.3163611, 103.8789264"
Ang Mo Kio Avenue 10 (Blk 470),"1.3641395, 103.8568162"
Lorong 8 Toa Payoh (Blk 232),"1.3375528, 103.8588086"
e Crescent ose Park),The address probably not exists
Bedok Reservoir Road (Blk 714),"1.3371015, 103.9233263"
